left_company,department,job_level,salary,weekly_hours,business_travel,yrs_at_company,yrs_since_promotion,previous_companies,job_satisfaction,performance_rating,marital_status,miles_from_home
No,Sales,Director,120022.82367743005,51,Rarely,4,2,3,Very High,Meets Expectations,Single,2
No,IT and Analytics,Senior Manager,84240.66176760418,47,Rarely,7,0,2,Low,Meets Expectations,Single,7
No,IT and Analytics,Manager,68786.78702517576,46,Rarely,2,2,3,Medium,Meets Expectations,Divorced,10
No,Research,Senior Manager,90098.31416325695,45,Rarely,2,2,3,Very High,Exceptional,Single,6
No,Research,Senior Manager,90020.15060236445,50,None,1,0,5,Low,Exceeds Expectations,Divorced,2
No,IT and Analytics,Manager,69989.23365096313,46,Frequently,10,4,1,Very High,Meets Expectations,Married,24
No,IT and Analytics,Director,126057.0485254005,49,Rarely,1,0,1,High,Meets Expectations,Married,2
No,Research,Director,120444.8591786516,47,Rarely,0,0,3,Low,Exceeds Expectations,Divorced,8
No,IT and Analytics,Director,129885.40369200797,48,Rarely,34,1,6,Low,Exceptional,Married,3
Yes,Marketing,Associate,41799.34368501294,60,Rarely,10,7,6,Very High,Exceeds Expectations,Single,1
No,IT and Analytics,Vice President,177435.37390993466,52,Rarely,6,1,3,Very High,Exceptional,Single,26
No,IT and Analytics,Senior Manager,92764.63774731435,51,Rarely,8,3,2,High,Meets Expectations,Single,2
No,Research,Associate,37848.04226330027,49,Rarely,2,0,2,High,Meets Expectations,Single,10
Yes,IT and Analytics,Director,126220.18262657827,59,Frequently,5,1,3,High,Exceeds Expectations,Single,27
No,IT and Analytics,Director,117280.67250995128,47,Rarely,6,1,2,Very High,Exceptional,Single,2
Yes,IT and Analytics,Vice President,163443.8679310088,60,Rarely,5,1,6,Low,Meets Expectations,Married,2
No,Finance and Operations,Senior Manager,103648.30613162466,45,None,10,0,3,Low,Exceeds Expectations,Single,8
No,Research,Senior Manager,90011.81067544874,50,None,4,1,3,Very High,Meets Expectations,Married,19
No,IT and Analytics,Manager,60613.77727672097,54,Frequently,2,2,3,Very High,Exceptional,Divorced,1
No,Research,Director,117326.6609283282,47,Rarely,8,1,3,High,Exceptional,Married,27
Yes,Marketing,Manager,80498.08113311349,61,Rarely,4,1,4,Low,Minimally Effective,Single,8
No,Finance and Operations,Manager,67113.52735849994,52,Rarely,4,1,6,Very High,Exceptional,Single,1
No,Research,Director,116260.09615858486,52,Rarely,5,1,3,Low,Exceeds Expectations,Divorced,19
No,Research,Senior Manager,86851.12833483446,51,Frequently,4,1,2,Very High,Minimally Effective,Married,8
No,Research,Manager,72757.53746773917,48,Rarely,5,4,5,Low,Meets Expectations,Divorced,10
No,Product Development,Senior Manager,100317.09575728525,50,Frequently,15,4,3,Low,Exceeds Expectations,Single,2
No,IT and Analytics,Associate,40119.96484134697,51,Rarely,6,1,3,Low,Exceptional,Single,2
No,IT and Analytics,Manager,70834.69552941287,46,Rarely,3,0,2,Very High,Exceptional,Married,8
No,IT and Analytics,Associate,45550.18275283144,50,Rarely,2,0,3,High,Meets Expectations,Married,1
No,Research,Manager,67782.57550394857,45,Frequently,8,3,4,Medium,Exceptional,Married,2
No,Research,Director,112002.62103111358,51,Rarely,3,1,3,Low,Exceeds Expectations,Married,8
No,IT and Analytics,Vice President,177634.30697168052,48,Frequently,24,14,3,Very High,Meets Expectations,Divorced,8
Yes,Sales,Manager,60059.69196537668,63,Rarely,0,0,6,Low,Not Effective,Married,6
No,Research,Associate,39336.711674382634,49,None,1,0,3,Medium,Exceeds Expectations,Divorced,9
No,IT and Analytics,Manager,66827.42355800472,51,Rarely,5,1,2,High,Minimally Effective,Married,11
No,Marketing,Senior Manager,81764.64668823579,48,Rarely,4,0,2,High,Exceeds Expectations,Married,2
Yes,Product Development,Vice President,195308.77635337383,57,Rarely,1,0,3,Low,Meets Expectations,Married,1
No,Research,Director,128151.47889695466,54,Rarely,13,3,3,High,Exceptional,Married,7
Yes,Marketing,Manager,72946.46667698512,60,Rarely,3,0,5,Low,Exceeds Expectations,Single,16
No,Product Development,Associate,43786.89936817162,48,Rarely,26,3,7,Very High,Meets Expectations,Married,2
No,Sales,Associate,32305.93976255438,50,Rarely,9,0,2,Medium,Exceeds Expectations,Married,1
No,Research,Senior Manager,83315.79217927498,51,Rarely,10,0,1,High,Exceptional,Married,23
Yes,Product Development,Senior Manager,88982.70730800135,59,Rarely,31,13,5,Medium,Not Effective,Single,2
No,IT and Analytics,Director,116612.27368289334,49,Rarely,2,2,2,High,Meets Expectations,Single,1
No,IT and Analytics,Senior Manager,90048.95290514643,44,Rarely,4,0,7,Very High,Exceeds Expectations,Married,1
Yes,Marketing,Associate,42495.19693291783,55,Rarely,2,2,6,High,Exceeds Expectations,Single,2
No,Research,Senior Manager,85251.8623332901,46,Rarely,5,0,3,Medium,Exceeds Expectations,Married,13
No,Sales,Manager,71863.51231976599,47,Rarely,14,6,2,High,Meets Expectations,Married,4
No,Marketing,Senior Manager,92961.21212847823,50,Frequently,1,0,3,High,Exceeds Expectations,Single,16
No,IT and Analytics,Senior Manager,88096.11560581002,50,Rarely,0,0,2,Very High,Exceptional,Single,2
No,Research,Vice President,159817.38430317744,45,Rarely,1,0,3,High,Exceeds Expectations,Single,2
No,IT and Analytics,Director,126902.97013600799,45,Rarely,9,7,2,Medium,Exceptional,Married,29
No,Marketing,Director,108091.22289705693,49,Frequently,4,1,2,Low,Exceeds Expectations,Divorced,12
No,Research,Senior Manager,102106.76835069289,53,Frequently,5,1,2,Very High,Exceeds Expectations,Single,16
Yes,Finance and Operations,Vice President,195292.03570099236,66,Rarely,9,7,6,Very High,Meets Expectations,Married,11
Yes,IT and Analytics,Associate,45199.04251471511,58,Rarely,9,7,3,Very High,Not Effective,Single,2
No,Research,Associate,36666.796107916154,53,Rarely,4,1,3,Low,Exceeds Expectations,Married,14
No,Marketing,Manager,69647.44187120128,52,Rarely,9,0,3,Very High,Exceeds Expectations,Divorced,5
No,Research,Vice President,196374.73954784422,47,Rarely,8,1,7,High,Meets Expectations,Single,7
No,Product Development,Manager,69256.52183078788,50,Rarely,8,7,2,Medium,Exceptional,Married,2
No,Research,Vice President,185627.59511884535,43,Rarely,3,0,3,Very High,Not Effective,Married,3
Yes,Sales,Senior Manager,79863.74081553804,60,Frequently,8,1,6,High,Exceeds Expectations,Married,5
No,IT and Analytics,Senior Manager,96677.82089130906,46,None,0,0,3,Very High,Meets Expectations,Married,3
No,Marketing,Associate,47847.0144200185,45,Rarely,20,4,2,High,Meets Expectations,Married,26
No,Research,Manager,75111.28388215275,42,Rarely,5,2,2,Medium,Meets Expectations,Single,4
No,Sales,Associate,40569.84275907828,47,Rarely,4,0,4,Low,Meets Expectations,Single,2
No,IT and Analytics,Senior Manager,91034.83929563808,49,Rarely,9,0,6,Low,Exceeds Expectations,Divorced,1
No,IT and Analytics,Director,119922.41863669395,50,Rarely,6,1,2,Low,Meets Expectations,Single,27
No,Research,Director,130265.72316310761,52,Rarely,18,4,2,Very High,Exceeds Expectations,Married,1
No,Finance and Operations,Director,121821.56819870743,49,Rarely,5,0,2,Very High,Meets Expectations,Divorced,13
No,Finance and Operations,Manager,76615.04878881888,49,Frequently,5,0,2,Very High,Exceptional,Divorced,5
No,Marketing,Senior Manager,96520.40905242349,47,Rarely,5,0,2,Very High,Exceeds Expectations,Married,7
No,Sales,Manager,61102.24824699336,50,Rarely,5,0,3,Low,Exceeds Expectations,Divorced,9
No,Finance and Operations,Manager,66428.7669571833,46,Rarely,5,1,3,High,Minimally Effective,Married,8
No,Product Development,Manager,78311.42950312838,55,Frequently,9,0,5,Very High,Exceeds Expectations,Married,25
No,Product Development,Senior Manager,86383.93676028216,53,Rarely,1,0,2,High,Meets Expectations,Divorced,16
No,Marketing,Vice President,155157.56056668638,48,Rarely,5,0,1,Very High,Exceeds Expectations,Divorced,8
No,Product Development,Manager,73372.22738575336,53,Rarely,2,2,4,Very High,Meets Expectations,Married,1
No,Sales,Director,122236.24751745303,50,Rarely,3,0,2,Very High,Exceeds Expectations,Married,8
No,Marketing,Associate,35551.47349177543,45,Frequently,2,2,3,Very High,Meets Expectations,Single,2
No,Finance and Operations,Director,108613.66685098878,48,Rarely,5,0,2,Low,Exceeds Expectations,Married,8
No,Marketing,Senior Manager,88669.66381011707,45,Rarely,5,0,2,Low,Exceeds Expectations,Married,3
No,Marketing,Manager,72476.19876814708,48,Rarely,17,5,2,High,Meets Expectations,Married,9
Yes,Sales,Director,113101.46200887204,62,Frequently,10,7,6,Medium,Minimally Effective,Divorced,25
No,Sales,Director,116284.68832588829,51,None,3,0,3,Very High,Exceptional,Divorced,1
No,Marketing,Director,106660.4188347657,46,Rarely,5,0,3,Low,Meets Expectations,Married,4
No,Sales,Manager,67503.8609844247,48,Rarely,4,0,2,Low,Meets Expectations,Married,1
No,Product Development,Senior Manager,98202.05669279434,46,None,5,3,3,Very High,Exceeds Expectations,Married,4
No,Product Development,Director,119733.12883521819,50,Frequently,10,5,3,Medium,Meets Expectations,Married,5
No,Product Development,Vice President,175144.44956053753,47,Rarely,2,1,3,Medium,Exceeds Expectations,Married,9
No,Sales,Senior Manager,90115.70375208225,47,Rarely,5,1,3,Very High,Meets Expectations,Married,3
No,Product Development,Senior Manager,102234.92386569493,47,Rarely,6,0,3,Very High,Meets Expectations,Married,11
Yes,Finance and Operations,Director,117529.17191686919,54,Rarely,3,0,2,High,Minimally Effective,Divorced,1
No,Sales,Associate,45015.04027388155,51,Rarely,2,2,3,Very High,Meets Expectations,Married,8
No,Product Development,Manager,63576.39993014239,49,Rarely,13,4,2,Medium,Exceeds Expectations,Married,25
No,Sales,Director,115157.26588338587,55,Frequently,5,0,3,Very High,Exceptional,Married,21
No,IT and Analytics,Senior Manager,101409.66767212607,49,Rarely,12,3,2,Very High,Exceeds Expectations,Single,23
No,IT and Analytics,Senior Manager,84540.6755491418,43,Frequently,5,2,3,Very High,Meets Expectations,Married,1
No,IT and Analytics,Director,124475.98826021078,52,Rarely,7,7,2,Very High,Exceeds Expectations,Married,2
No,IT and Analytics,Manager,71879.63419859542,48,None,10,0,3,Medium,Meets Expectations,Single,19
No,Research,Manager,72280.70524418144,56,None,31,14,3,Low,Exceeds Expectations,Divorced,2
No,IT and Analytics,Manager,63946.420147128185,48,Rarely,5,0,2,Very High,Exceeds Expectations,Married,2
No,IT and Analytics,Manager,85104.16165502186,48,Rarely,4,0,2,Medium,Meets Expectations,Divorced,3
Yes,IT and Analytics,Manager,66274.8100318042,58,Rarely,1,0,6,Very High,Minimally Effective,Single,25
No,IT and Analytics,Senior Manager,88899.35220933179,45,Rarely,4,0,3,Very High,Exceeds Expectations,Divorced,7
No,Product Development,Senior Manager,77441.898750647,45,Rarely,8,7,3,Low,Meets Expectations,Married,9
No,IT and Analytics,Manager,65849.71628038152,46,Rarely,4,0,7,Very High,Minimally Effective,Single,5
Yes,Finance and Operations,Senior Manager,87685.40953736825,58,Frequently,1,0,7,Very High,Meets Expectations,Divorced,2
No,Research,Manager,70104.8310290897,48,Rarely,1,0,1,Medium,Exceeds Expectations,Divorced,8
Yes,Sales,Senior Manager,85275.49941394945,57,Rarely,2,0,3,High,Meets Expectations,Single,2
Yes,Sales,Manager,61911.537700982604,58,Rarely,1,0,6,Very High,Meets Expectations,Single,18
No,Sales,Manager,83102.30187145823,46,Rarely,16,4,2,Very High,Minimally Effective,Married,14
No,Research,Senior Manager,95333.63281051384,48,Rarely,3,1,2,Very High,Meets Expectations,Single,2
Yes,Product Development,Associate,44074.55937542185,58,Rarely,3,0,5,High,Minimally Effective,Married,3
Yes,Product Development,Vice President,182174.0357252389,58,Rarely,7,1,4,Very High,Minimally Effective,Divorced,2
No,Sales,Manager,58113.90529230681,44,Rarely,2,2,2,High,Meets Expectations,Divorced,9
Yes,Finance and Operations,Manager,68818.83945956832,58,Rarely,2,2,3,Low,Minimally Effective,Married,6
No,Research,Director,122363.542820114,53,Rarely,1,0,3,High,Exceeds Expectations,Single,4
No,Sales,Director,121194.50478826686,47,Rarely,1,1,5,Medium,Meets Expectations,Divorced,10
No,IT and Analytics,Manager,67848.69258350135,47,Rarely,5,0,2,High,Exceeds Expectations,Single,14
No,Marketing,Director,118804.54462705752,45,Rarely,3,0,3,Low,Exceptional,Single,1
No,Marketing,Manager,77154.03904684466,45,Rarely,6,0,2,Medium,Meets Expectations,Divorced,5
No,Product Development,Senior Manager,102844.59522136535,46,Rarely,7,5,2,High,Exceptional,Married,7
No,Sales,Associate,35611.60515774406,49,Rarely,10,0,3,Very High,Meets Expectations,Married,21
No,IT and Analytics,Associate,43802.24762873843,56,Rarely,26,1,3,Medium,Meets Expectations,Married,8
No,IT and Analytics,Manager,72646.39251385612,47,Rarely,0,0,7,High,Exceeds Expectations,Married,20
No,Research,Associate,45352.60032185241,48,None,9,0,4,High,Meets Expectations,Married,20
No,Research,Senior Manager,90051.9292027865,49,Rarely,6,0,7,Very High,Exceeds Expectations,Single,7
No,Finance and Operations,Associate,41768.736559118406,50,Rarely,15,5,3,Low,Meets Expectations,Married,1
No,Sales,Manager,77057.77565224434,49,None,3,0,3,Medium,Exceeds Expectations,Married,1
Yes,Finance and Operations,Associate,45208.55391976975,61,Rarely,1,0,6,Medium,Minimally Effective,Married,19
No,Research,Senior Manager,82928.07726047418,49,Rarely,1,0,2,Medium,Exceeds Expectations,Divorced,10
No,Research,Director,132217.27094001858,50,Frequently,7,0,3,Low,Minimally Effective,Single,1
No,IT and Analytics,Manager,73772.4846164849,47,Rarely,18,2,3,Low,Exceeds Expectations,Single,6
No,Research,Senior Manager,97871.31715401665,43,Rarely,11,3,7,High,Exceptional,Single,2
Yes,IT and Analytics,Manager,74310.05788984743,54,Rarely,1,0,2,Medium,Meets Expectations,Single,21
Yes,Sales,Manager,73095.33760919247,58,Rarely,1,0,4,Low,Minimally Effective,Single,4
No,Research,Director,114905.70628492787,44,Rarely,9,8,2,Very High,Exceptional,Married,12
No,Marketing,Manager,74386.67164004377,50,Frequently,1,0,5,Medium,Meets Expectations,Divorced,9
No,Sales,Director,115933.67692982385,48,Rarely,8,6,2,Low,Meets Expectations,Married,3
Yes,Sales,Vice President,195910.44416778834,58,Rarely,16,3,5,Very High,Exceeds Expectations,Married,3
No,Research,Manager,70996.22614251083,45,Rarely,5,1,3,Very High,Exceptional,Single,1
Yes,Sales,Associate,30488.149700657024,61,Rarely,14,11,5,High,Exceeds Expectations,Married,1
No,Marketing,Director,125439.34838589127,46,None,9,0,5,Medium,Exceeds Expectations,Married,4
No,Research,Senior Manager,92255.40829009288,46,Frequently,3,0,7,Very High,Meets Expectations,Married,20
No,Research,Vice President,182502.96836407713,45,Rarely,5,1,2,High,Exceptional,Married,18
No,Research,Senior Manager,87487.45816707853,52,Rarely,9,7,3,Very High,Exceeds Expectations,Married,1
Yes,Sales,Director,110046.23571963738,55,Rarely,1,0,6,High,Minimally Effective,Single,2
No,Sales,Director,124476.27646642424,47,Rarely,17,15,2,High,Exceeds Expectations,Divorced,2
No,Research,Director,120130.94813472149,48,Rarely,8,7,7,High,Meets Expectations,Divorced,8
No,Marketing,Director,117876.62455032334,51,None,5,1,3,Very High,Meets Expectations,Single,10
No,Research,Senior Manager,97409.67530694666,45,Rarely,10,0,3,Very High,Not Effective,Divorced,3
No,Product Development,Senior Manager,97894.03586691839,48,Rarely,8,0,2,High,Meets Expectations,Single,2
Yes,IT and Analytics,Manager,55552.9836990821,64,None,1,0,5,Medium,Meets Expectations,Single,24
No,Product Development,Manager,76099.07868825772,48,Frequently,19,2,1,High,Meets Expectations,Divorced,16
No,IT and Analytics,Senior Manager,88521.83774948878,47,None,7,0,1,Very High,Meets Expectations,Divorced,8
Yes,Marketing,Manager,70775.11169001317,52,None,3,1,7,Low,Meets Expectations,Single,9
No,Sales,Manager,76544.47601879142,47,None,10,6,2,High,Minimally Effective,Single,17
Yes,Sales,Director,129827.00626235639,56,Rarely,0,0,5,Low,Meets Expectations,Single,10
No,Finance and Operations,Associate,37115.287215309305,51,Rarely,3,0,3,Very High,Meets Expectations,Single,13
No,Product Development,Manager,69012.53608786101,45,Rarely,5,0,7,Very High,Exceeds Expectations,Divorced,1
No,IT and Analytics,Vice President,194843.5931805753,48,Rarely,5,1,2,Very High,Meets Expectations,Divorced,1
No,IT and Analytics,Vice President,173340.77210819782,51,Frequently,6,1,2,Medium,Exceeds Expectations,Married,1
No,Sales,Manager,62410.25060288521,47,Frequently,18,0,3,High,Exceeds Expectations,Divorced,9
No,IT and Analytics,Director,124630.81791626565,48,Rarely,2,2,2,Medium,Exceeds Expectations,Married,16
No,Marketing,Associate,38731.83292027365,50,None,9,0,2,Low,Meets Expectations,Married,23
No,Finance and Operations,Vice President,188472.49736050324,54,Rarely,9,0,5,Very High,Exceptional,Single,4
Yes,Sales,Associate,35885.88888992658,59,Rarely,5,0,6,High,Meets Expectations,Married,22
No,Research,Manager,69361.85675765846,43,Rarely,12,1,2,High,Meets Expectations,Married,24
No,Research,Vice President,169965.69679945926,48,Frequently,2,0,2,High,Exceptional,Married,10
No,Sales,Senior Manager,87385.0565372539,50,Rarely,8,0,6,High,Minimally Effective,Divorced,7
No,Research,Senior Manager,89518.67666564237,45,Rarely,4,3,3,High,Exceeds Expectations,Divorced,17
Yes,Marketing,Manager,75254.66430180457,57,Rarely,4,0,2,Medium,Minimally Effective,Divorced,14
No,Finance and Operations,Senior Manager,93196.16816193255,47,Frequently,4,0,3,Low,Exceptional,Married,1
No,Product Development,Director,119166.33507168424,50,None,0,0,5,Very High,Exceptional,Single,5
No,IT and Analytics,Senior Manager,87393.4582436388,46,Rarely,10,0,2,High,Exceptional,Married,17
No,Research,Senior Manager,80482.28078538741,55,Rarely,16,10,6,High,Meets Expectations,Divorced,25
No,Sales,Senior Manager,83220.37435893278,47,Rarely,8,1,2,Low,Exceptional,Married,8
Yes,Sales,Manager,53478.811291568956,55,Rarely,1,0,4,Low,Meets Expectations,Single,11
Yes,Finance and Operations,Manager,67926.81640028524,58,Frequently,3,1,3,Medium,Minimally Effective,Single,5
No,Finance and Operations,Senior Manager,90858.4381881269,51,Rarely,8,1,3,Very High,Meets Expectations,Married,2
No,Finance and Operations,Director,124622.2855183572,47,Rarely,4,1,3,Low,Exceptional,Married,8
No,Sales,Senior Manager,89704.25715644869,51,Rarely,2,2,3,High,Exceeds Expectations,Single,6
No,IT and Analytics,Senior Manager,85078.98256011562,51,Rarely,15,4,2,High,Exceptional,Single,4
No,Marketing,Senior Manager,94391.90777084747,49,Rarely,2,2,1,High,Exceptional,Single,7
No,Sales,Manager,70513.31833801181,52,Rarely,21,11,2,Very High,Meets Expectations,Married,1
No,Research,Manager,66936.34010774751,52,Rarely,3,2,6,Very High,Exceptional,Married,2
No,Sales,Senior Manager,71760.59523180255,49,Rarely,3,1,4,Very High,Meets Expectations,Divorced,10
No,Research,Manager,70254.43036441365,51,Rarely,1,0,5,High,Exceeds Expectations,Married,5
No,Research,Senior Manager,91261.65623448476,43,Rarely,1,0,1,Very High,Meets Expectations,Married,9
No,IT and Analytics,Director,124089.87893535101,50,Rarely,5,4,1,Very High,Meets Expectations,Single,2
Yes,Product Development,Senior Manager,82548.83679724204,58,Rarely,1,0,5,Medium,Minimally Effective,Married,11
No,Research,Vice President,159116.86778215726,47,Frequently,8,6,3,Medium,Exceeds Expectations,Married,18
No,Marketing,Senior Manager,100190.36963299662,48,None,21,5,5,High,Exceeds Expectations,Divorced,7
No,Sales,Senior Manager,97552.38708983418,47,Rarely,1,0,2,Very High,Exceptional,Single,3
Yes,Sales,Associate,41816.966889688534,65,None,2,2,4,Low,Meets Expectations,Single,29
Yes,Sales,Associate,41590.017189294675,62,Rarely,32,6,6,Very High,Meets Expectations,Married,2
No,IT and Analytics,Associate,39684.892677783864,46,Rarely,12,11,7,Very High,Minimally Effective,Married,28
No,IT and Analytics,Director,118522.42145957418,51,None,18,0,3,High,Meets Expectations,Married,1
Yes,IT and Analytics,Associate,36940.0456514112,54,Rarely,17,15,3,Low,Meets Expectations,Single,16
No,Research,Manager,74530.34531581527,47,Frequently,21,2,3,Low,Meets Expectations,Single,22
No,IT and Analytics,Senior Manager,99460.8003330115,42,None,2,2,3,Very High,Exceeds Expectations,Single,8
No,IT and Analytics,Associate,38327.52895419857,47,Rarely,9,1,3,Very High,Exceeds Expectations,Married,11
No,IT and Analytics,Senior Manager,87183.947219085,47,None,8,7,2,High,Exceeds Expectations,Single,29
No,Marketing,Director,123338.97269296556,44,Rarely,15,0,2,Very High,Exceeds Expectations,Divorced,1
No,Marketing,Associate,30559.081175359213,48,Rarely,6,0,2,Very High,Meets Expectations,Married,1
No,Marketing,Manager,78627.98725496797,47,Rarely,6,0,3,Medium,Exceeds Expectations,Single,24
No,Finance and Operations,Senior Manager,90558.46724205484,49,Frequently,15,6,2,Medium,Exceptional,Married,2
Yes,Product Development,Manager,66158.82639942248,60,Rarely,1,0,5,High,Not Effective,Divorced,15
Yes,Marketing,Associate,43033.57570937867,59,Frequently,3,1,4,Low,Minimally Effective,Married,2
No,Research,Manager,84030.76985011762,50,Rarely,1,0,3,High,Meets Expectations,Married,10
No,IT and Analytics,Vice President,158072.38771391372,50,Rarely,1,0,3,Medium,Meets Expectations,Married,10
No,Research,Senior Manager,93091.9863821925,43,Frequently,2,2,2,High,Exceeds Expectations,Married,3
No,IT and Analytics,Associate,38747.090172020675,54,Rarely,8,7,5,High,Exceptional,Married,2
No,Finance and Operations,Vice President,189419.49248133885,54,Rarely,4,0,1,Medium,Exceptional,Single,3
No,IT and Analytics,Manager,67413.60476133198,44,Rarely,7,7,3,Low,Exceptional,Married,26
No,Research,Senior Manager,79892.87216185682,45,Frequently,5,1,3,High,Meets Expectations,Divorced,1
No,Product Development,Senior Manager,85416.21203987456,49,Rarely,2,2,2,Very High,Exceeds Expectations,Divorced,1
No,Product Development,Associate,42117.40459249103,42,Rarely,9,7,3,High,Meets Expectations,Married,2
No,Marketing,Senior Manager,86200.76492309877,49,Frequently,5,0,3,High,Minimally Effective,Married,9
No,Sales,Senior Manager,88844.9690930856,51,Rarely,14,7,3,Very High,Meets Expectations,Single,12
No,Product Development,Associate,32443.79055830616,48,None,9,6,3,Low,Exceeds Expectations,Single,2
No,IT and Analytics,Senior Manager,91794.43161976182,44,Rarely,1,0,2,Very High,Meets Expectations,Divorced,25
Yes,IT and Analytics,Director,122231.86364031091,51,Frequently,2,0,6,Very High,Exceeds Expectations,Single,9
Yes,Sales,Associate,41158.10483803112,53,Rarely,1,1,4,Low,Exceeds Expectations,Single,10
No,Research,Senior Manager,96100.24058718272,41,Rarely,16,1,3,Low,Exceeds Expectations,Divorced,8
Yes,Product Development,Manager,63266.08765225355,62,Rarely,10,2,7,High,Meets Expectations,Married,4
Yes,Marketing,Manager,77254.98027043644,60,None,10,1,6,Low,Minimally Effective,Single,24
No,IT and Analytics,Director,116179.459114286,57,Rarely,5,1,3,Low,Exceeds Expectations,Married,1
No,Product Development,Senior Manager,76947.76837211638,44,Rarely,6,0,2,Low,Meets Expectations,Married,20
No,IT and Analytics,Manager,71339.20229598654,44,Rarely,10,0,2,High,Meets Expectations,Married,7
No,IT and Analytics,Senior Manager,86440.24524935585,47,Rarely,19,1,2,High,Not Effective,Married,17
No,Marketing,Manager,72318.66373522015,49,Rarely,11,11,5,Very High,Exceeds Expectations,Married,20
No,Product Development,Vice President,172375.07500062216,43,None,3,1,7,High,Exceeds Expectations,Married,8
No,Product Development,Senior Manager,97362.99079478509,46,Frequently,3,1,3,Medium,Exceeds Expectations,Married,2
No,IT and Analytics,Associate,47043.43226096527,50,Rarely,8,1,1,High,Meets Expectations,Single,10
Yes,Marketing,Manager,54574.55310261817,58,Rarely,20,3,7,Low,Meets Expectations,Married,1
No,IT and Analytics,Director,131676.48497360788,53,Rarely,3,1,3,Very High,Meets Expectations,Divorced,5
Yes,Sales,Manager,75662.3666599502,62,Rarely,8,4,5,Low,Exceeds Expectations,Single,4
Yes,Product Development,Manager,68143.46027400525,60,Frequently,13,3,4,High,Exceeds Expectations,Single,29
No,Sales,Vice President,186068.59774066196,45,Rarely,4,2,3,High,Exceeds Expectations,Divorced,15
No,Finance and Operations,Vice President,212134.70054997964,49,Frequently,6,0,3,Very High,Exceptional,Single,3
No,Finance and Operations,Vice President,187688.62764088134,52,Rarely,1,0,3,Very High,Meets Expectations,Divorced,10
Yes,Product Development,Associate,45429.8784360311,56,Rarely,7,5,7,Very High,Meets Expectations,Married,4
Yes,IT and Analytics,Manager,58778.40250418709,60,Rarely,1,0,6,High,Minimally Effective,Divorced,21
Yes,Product Development,Associate,36998.46786440443,58,Rarely,2,2,6,Medium,Minimally Effective,Single,25
No,Research,Vice President,194426.01384987924,49,Rarely,22,13,2,Low,Exceptional,Married,2
Yes,Marketing,Director,127946.08670486243,59,Frequently,1,0,5,Medium,Meets Expectations,Divorced,1
Yes,IT and Analytics,Director,112456.08886881133,55,Frequently,0,0,3,High,Meets Expectations,Single,1
No,Product Development,Manager,72164.20521382726,51,Frequently,3,0,3,Medium,Exceeds Expectations,Married,7
No,IT and Analytics,Senior Manager,76200.14738803334,51,None,0,0,2,Very High,Exceptional,Married,3
No,IT and Analytics,Associate,40398.12291360176,50,None,5,2,2,Very High,Exceeds Expectations,Single,1
No,Finance and Operations,Manager,76006.46034055996,49,None,15,4,1,High,Meets Expectations,Married,9
No,Marketing,Vice President,184073.75062373068,48,Rarely,8,4,2,Medium,Exceptional,Single,7
No,IT and Analytics,Vice President,187473.74246766005,50,Rarely,8,2,3,High,Exceptional,Divorced,10
No,IT and Analytics,Manager,86804.41733634747,46,Rarely,7,1,2,Very High,Meets Expectations,Divorced,28
No,Research,Manager,71867.69238969739,50,Rarely,9,1,2,Medium,Minimally Effective,Divorced,3
No,Research,Associate,38148.63349511143,48,Rarely,12,4,3,High,Exceptional,Married,3
No,Marketing,Director,121528.41677136063,47,Rarely,1,0,3,Medium,Meets Expectations,Single,2
No,Research,Manager,68399.51824286023,49,Frequently,8,0,2,Low,Meets Expectations,Married,27
Yes,Product Development,Associate,40374.924784050476,59,Frequently,18,11,3,Very High,Meets Expectations,Divorced,2
No,Sales,Director,109312.1198530406,48,Rarely,20,4,3,High,Exceeds Expectations,Single,14
No,Product Development,Manager,75314.86536229154,44,Rarely,2,2,3,Medium,Exceeds Expectations,Single,1
No,IT and Analytics,Vice President,166164.9753902415,54,None,5,0,4,Medium,Exceeds Expectations,Single,9
No,IT and Analytics,Senior Manager,94029.56476714589,46,None,11,0,7,Very High,Exceeds Expectations,Single,18
No,Research,Manager,73535.59515378093,49,Frequently,2,2,2,Very High,Exceptional,Married,20
No,IT and Analytics,Senior Manager,87038.19370265352,53,Rarely,5,0,3,Medium,Exceeds Expectations,Married,2
No,Product Development,Senior Manager,93006.3019070742,49,Frequently,5,0,3,Very High,Exceeds Expectations,Divorced,11
No,IT and Analytics,Manager,69148.34378375132,46,Rarely,9,2,1,Medium,Exceeds Expectations,Married,8
No,IT and Analytics,Senior Manager,81751.062155473,50,Frequently,3,0,1,High,Exceptional,Single,2
No,IT and Analytics,Senior Manager,86836.32758507952,46,Frequently,7,1,4,Medium,Not Effective,Divorced,10
No,Research,Director,114792.15345409387,45,Rarely,1,0,2,Very High,Exceptional,Single,29
No,Research,Vice President,189818.06501684946,46,Rarely,10,1,1,Very High,Exceptional,Married,8
No,IT and Analytics,Senior Manager,88930.10775928738,50,Rarely,7,5,6,High,Meets Expectations,Married,1
No,Research,Vice President,186095.14875479328,45,Frequently,3,0,1,High,Meets Expectations,Divorced,6
Yes,Marketing,Manager,64286.2522903692,60,None,0,0,5,High,Exceeds Expectations,Single,8
Yes,Product Development,Associate,37916.22962970469,57,Rarely,5,0,4,Low,Meets Expectations,Single,9
